,B_mag_0_0,G_mag_0_0,H_mag_0_0,J_mag_0_0,K_mag_0_0,Kepler_mag_0_0,Teff_0_0,V_mag_0_0,W1_mag_0_0,W2_mag_0_0,W3_mag_0_0,age_0_0,g_mag_0_0,i_mag_0_0,logL_0_0,logg_0_0,mass_0_0,r_mag_0_0,radius_0_0,z_mag_0_0,age_0,feh_0,distance_0,AV_0,B_mag,G_mag,H_mag,J_mag,K_mag,Kepler_mag,V_mag,W1_mag,W2_mag,W3_mag,g_mag,i_mag,r_mag,z_mag,lnprob
178,16.0805574738,14.2641983643,11.7157699005,12.3520924066,11.5612883744,14.2997942734,4654.34395517,14.8593120958,11.4426564923,11.4217088523,11.5641672386,10.0931309617,15.5397115713,13.9217390403,-0.985782467849,4.76727121968,0.520880908619,14.419808559,0.494251145268,13.6009940451,10.0931309617,-1.36014586027,181.573096112,0.977344104873,16.0805574738,14.2641983643,11.7157699005,12.3520924066,11.5612883744,14.2997942734,14.8593120958,11.4426564923,11.4217088523,11.5641672386,15.5397115713,13.9217390403,14.419808559,13.6009940451,-164.958464189
179,16.0447064715,14.2521859027,11.7581509632,12.363144199,11.5967645244,14.2887378738,4683.08990693,14.841065252,11.4638572417,11.4273078694,11.5731366856,10.1204640623,15.5120323161,13.9129933895,-1.00665464438,4.78778793705,0.509187337375,14.4119592568,0.477264248762,13.5937070195,10.1204640623,-1.68227297703,177.066575995,0.976509437575,16.0447064715,14.2521859027,11.7581509632,12.363144199,11.5967645244,14.2887378738,14.841065252,11.4638572417,11.4273078694,11.5731366856,15.5120323161,13.9129933895,14.4119592568,13.5937070195,-164.953329632
180,16.0667944803,14.2770541084,11.7846422829,12.3899275604,11.6236908915,14.3127899476,4680.30104188,14.8640864681,11.491309672,11.4552603227,11.5991706373,10.0987119592,15.5344150018,13.9378485931,-1.00953884027,4.79132105565,0.511721274909,14.4355406307,0.476508095098,13.6196447557,10.0987119592,-1.67920004527,178.92035767,0.968535112919,16.0667944803,14.2770541084,11.7846422829,12.3899275604,11.6236908915,14.3127899476,14.8640864681,11.491309672,11.4552603227,11.5991706373,15.5344150018,13.9378485931,14.4355406307,13.6196447557,-164.952552225
181,16.0837169583,14.2690726073,11.7273371983,12.3582232615,11.5698949499,14.3021372993,4629.8419633,14.861382569,11.4462954942,11.4208820457,11.5554285928,10.137243671,15.5434153393,13.9228073128,-1.01026944117,4.77410876005,0.510490242196,14.4221105079,0.485459961099,13.6025747332,10.137243671,-1.43899125332,178.070157288,0.948426011591,16.0837169583,14.2690726073,11.7273371983,12.3582232615,11.5698949499,14.3021372993,14.861382569,11.4462954942,11.4208820457,11.5554285928,15.5434153393,13.9228073128,14.4221105079,13.6025747332,-164.952270139
182,16.0757753756,14.2713531957,11.7308699801,12.3676763842,11.5781460031,14.3040629289,4647.38537862,14.8595879663,11.4615668639,11.4422037563,11.5777266417,10.0020250674,15.5371161886,13.9295757498,-0.988504392998,4.76947840354,0.524088383637,14.4224333299,0.494512346715,13.6128382684,10.0020250674,-1.33648897205,183.128624241,0.948127817605,16.0757753756,14.2713531957,11.7308699801,12.3676763842,11.5781460031,14.3040629289,14.8595879663,11.4615668639,11.4422037563,11.5777266417,15.5371161886,13.9295757498,14.4224333299,13.6128382684,-164.940306602
183,16.0912064326,14.2791559663,11.7838411262,12.3768955073,11.6135253586,14.3164496514,4651.296849,14.8765841341,11.4676152015,11.4196516711,11.5623238202,10.0916384751,15.5563746768,13.9320629263,-1.05809732578,4.81643279937,0.499602785857,14.4423824367,0.457414681822,13.6057541363,10.0916384751,-1.91488898584,168.400061398,0.978801925516,16.0912064326,14.2791559663,11.7838411262,12.3768955073,11.6135253586,14.3164496514,14.8765841341,11.4676152015,11.4196516711,11.5623238202,15.5563746768,13.9320629263,14.4423824367,13.6057541363,-164.936793079
184,16.0602862573,14.2760877844,11.7860330291,12.3937481255,11.6282829442,14.3138573525,4710.8286892,14.8630167895,11.5004635785,11.4679221149,11.6189240007,10.0552963075,15.5291023369,13.941941033,-0.982226127492,4.7816024744,0.519427287003,14.4366535332,0.485484330661,13.6248136715,10.0552963075,-1.60779838845,183.777355436,0.99055072553,16.0602862573,14.2760877844,11.7860330291,12.3937481255,11.6282829442,14.3138573525,14.8630167895,11.5004635785,11.4679221149,11.6189240007,15.5291023369,13.941941033,14.4366535332,13.6248136715,-164.91249354
185,16.0784395605,14.2675492003,11.7534253058,12.3625964412,11.5875997765,14.299490831,4613.16605779,14.8579873423,11.4497819865,11.4111143511,11.5409763384,10.0656040064,15.5401708036,13.9176029689,-1.05938268825,4.80556221044,0.499647390273,14.4217541081,0.463195979047,13.5958784901,10.0656040064,-1.71268763639,169.099220415,0.930162663245,16.0784395605,14.2675492003,11.7534253058,12.3625964412,11.5875997765,14.299490831,14.8579873423,11.4497819865,11.4111143511,11.5409763384,15.5401708036,13.9176029689,14.4217541081,13.5958784901,-164.888575213
186,16.0871994526,14.2729413926,11.7523834726,12.3651267669,11.5875721873,14.3056041034,4616.61629771,14.8653293268,11.45165785,11.41473367,11.5465028847,10.0661934625,15.5483473831,13.9232603315,-1.0515348922,4.8011134681,0.502068574636,14.4278076559,0.466701137754,13.6009055678,10.0661934625,-1.67052428381,170.619573589,0.938372546853,16.0871994526,14.2729413926,11.7523834726,12.3651267669,11.5875721873,14.3056041034,14.8653293268,11.45165785,11.41473367,11.5465028847,15.5483473831,13.9232603315,14.4278076559,13.6009055678,-164.874700669
187,16.0795525488,14.2764414681,11.8000859108,12.3817814779,11.6273897346,14.3149616698,4667.74003984,14.8736592386,11.4764976124,11.4223460103,11.5666783974,10.1197715486,15.5497102362,13.9310115129,-1.06374724396,4.8232287757,0.487565657858,14.442294081,0.44834903609,13.604283166,10.1197715486,-2.06508394621,166.973572159,0.985948043326,16.0795525488,14.2764414681,11.8000859108,12.3817814779,11.6273897346,14.3149616698,14.8736592386,11.4764976124,11.4223460103,11.5666783974,15.5497102362,13.9310115129,14.442294081,13.604283166,-164.851311137
188,16.1032362035,14.2780932025,11.7485710539,12.3626288838,11.5832609068,14.3141915687,4631.63127561,14.8774972808,11.4471811638,11.4102396109,11.5509067485,10.0814933402,15.5624691104,13.9290491681,-1.04113035432,4.79850714637,0.504423918964,14.4377983536,0.469200360351,13.6030259234,10.0814933402,-1.67085938586,171.431601595,0.974025346486,16.1032362035,14.2780932025,11.7485710539,12.3626288838,11.5832609068,14.3141915687,14.8774972808,11.4471811638,11.4102396109,11.5509067485,15.5624691104,13.9290491681,14.4377983536,13.6030259234,-164.850669156
189,16.0916088616,14.2656641707,11.7705455627,12.353136148,11.5934488546,14.305681574,4644.2330291,14.8732150259,11.4375514551,11.3798607295,11.523896259,10.0839088944,15.5581600377,13.9141975103,-1.09214661525,4.83778731603,0.484042675829,14.4346344388,0.439301051453,13.58111723,10.0839088944,-2.15173625276,159.645282213,0.999615293549,16.0916088616,14.2656641707,11.7705455627,12.353136148,11.5934488546,14.305681574,14.8732150259,11.4375514551,11.3798607295,11.523896259,15.5581600377,13.9141975103,14.4346344388,13.58111723,-164.848932611
190,16.0843431748,14.277357934,11.7919424681,12.3794743689,11.6204036458,14.3144471645,4653.73722849,14.8732113146,11.4719771382,11.4211189514,11.5628091115,10.1225885582,15.5513770099,13.930654907,-1.06328016492,4.81857496919,0.492720746287,14.4407855029,0.453134380032,13.6047189427,10.1225885582,-1.99006658072,167.547759232,0.974639827365,16.0843431748,14.277357934,11.7919424681,12.3794743689,11.6204036458,14.3144471645,14.8732113146,11.4719771382,11.4211189514,11.5628091115,15.5513770099,13.930654907,14.4407855029,13.6047189427,-164.84766351
191,16.0490760303,14.2584383033,11.7953973673,12.3733691867,11.623558807,14.296028821,4676.44720983,14.8509496251,11.472955077,11.4182520764,11.5606470085,10.0481092848,15.5225788683,13.9151370856,-1.06320137662,4.82987538143,0.49325441341,14.4228457117,0.447519406837,13.5912705998,10.0481092848,-2.10142694937,166.404242574,0.974929081426,16.0490760303,14.2584383033,11.7953973673,12.3733691867,11.623558807,14.296028821,14.8509496251,11.472955077,11.4182520764,11.5606470085,15.5225788683,13.9151370856,14.4228457117,13.5912705998,-164.84741718
192,16.0439397567,14.2593005486,11.7654408528,12.3740218972,11.6050567351,14.2908957035,4650.51143553,14.8402022313,11.4736601087,11.4391675408,11.5717779876,10.1308993211,15.5112981349,13.9173093941,-1.02267987718,4.78905412144,0.505847136091,14.4117613322,0.475003337661,13.602082936,10.1308993211,-1.63803851573,176.543705095,0.927162512304,16.0439397567,14.2593005486,11.7654408528,12.3740218972,11.6050567351,14.2908957035,14.8402022313,11.4736601087,11.4391675408,11.5717779876,15.5112981349,13.9173093941,14.4117613322,13.602082936,-164.834482588
193,16.0582255611,14.2629655675,11.7716361269,12.37138208,11.6056283662,14.295046944,4634.09497174,14.8484102379,11.4658990127,11.4242288215,11.5557264646,10.0233540209,15.5241741137,13.9167313776,-1.05636649994,4.8119553794,0.498823687743,14.4176859066,0.459420022633,13.5976293208,10.0233540209,-1.77694172727,169.830254053,0.929182279261,16.0582255611,14.2629655675,11.7716361269,12.37138208,11.6056283662,14.295046944,14.8484102379,11.4658990127,11.4242288215,11.5557264646,15.5241741137,13.9167313776,14.4176859066,13.5976293208,-164.830540563
194,16.0463306642,14.2587693346,11.8003771746,12.3758543487,11.6282496012,14.2969372067,4683.71264992,14.8514900127,11.4768060191,11.4207790147,11.5642312125,10.0693905924,15.5216866814,13.9162790116,-1.06095031217,4.82858537767,0.492887745647,14.4241275918,0.448017930619,13.5923180287,10.0693905924,-2.14412782112,166.719497365,0.979187972169,16.0463306642,14.2587693346,11.8003771746,12.3758543487,11.6282496012,14.2969372067,14.8514900127,11.4768060191,11.4207790147,11.5642312125,15.5216866814,13.9162790116,14.4241275918,13.5923180287,-164.825417173
195,16.0965867351,14.2764622715,11.7529034485,12.364906533,11.5873556326,14.3111416384,4625.90307075,14.8727045977,11.4505618248,11.4129494463,11.5500119658,10.0239876719,15.5566075154,13.9271994346,-1.04951084356,4.80466110637,0.506024713886,14.4343166897,0.466626484971,13.6027009676,10.0239876719,-1.69121967183,170.373062135,0.959280702649,16.0965867351,14.2764622715,11.7529034485,12.364906533,11.5873556326,14.3111416384,14.8727045977,11.4505618248,11.4129494463,11.5500119658,15.5566075154,13.9271994346,14.4343166897,13.6027009676,-164.823920156
196,16.0380846612,14.2666740064,11.7784534094,12.3934385963,11.6264702173,14.3040443807,4732.97124216,14.8481114874,11.5072424104,11.4822230501,11.6344223682,10.1254236647,15.5083635712,13.9385912652,-0.947916334661,4.76162246699,0.524603922363,14.4251675978,0.499250613718,13.6256219323,10.1254236647,-1.46186695669,190.769311845,0.989446614852,16.0380846612,14.2666740064,11.7784534094,12.3934385963,11.6264702173,14.3040443807,14.8481114874,11.5072424104,11.4822230501,11.6344223682,15.5083635712,13.9385912652,14.4251675978,13.6256219323,-164.822191582
197,16.0929561361,14.2737940964,11.7211575939,12.3595167185,11.5669603347,14.3093248147,4651.26360528,14.8699445475,11.4490522344,11.4288780373,11.5708262377,10.0326076332,15.5516282102,13.9307711678,-0.987228233258,4.76967984878,0.524277002766,14.4291349615,0.494486630245,13.6096392202,10.0326076332,-1.34651119136,181.989693952,0.977149094544,16.0929561361,14.2737940964,11.7211575939,12.3595167185,11.5669603347,14.3093248147,14.8699445475,11.4490522344,11.4288780373,11.5708262377,15.5516282102,13.9307711678,14.4291349615,13.6096392202,-164.815084731
198,16.0766249669,14.2753319509,11.7997872372,12.382036134,11.6275554123,14.3133157192,4666.44651101,14.8711575208,11.4773104692,11.4238188814,11.5671917875,10.1006025409,15.5467292279,13.930064488,-1.06277482975,4.82234038428,0.489082346953,14.440316493,0.449505361175,13.6041824354,10.1006025409,-2.04340169334,167.325718607,0.980956710057,16.0766249669,14.2753319509,11.7997872372,12.382036134,11.6275554123,14.3133157192,14.8711575208,11.4773104692,11.4238188814,11.5671917875,15.5467292279,13.930064488,14.440316493,13.6041824354,-164.809856237
199,16.096504576,14.2774310665,11.7241591297,12.3636671367,11.5712086751,14.3146933199,4668.32662873,14.8750293903,11.4552956876,11.4368091972,11.5840600103,10.0008507241,15.555132511,13.9370229152,-0.972422467093,4.76482187338,0.529560616792,14.4348488012,0.499759406495,13.6155445981,10.0008507241,-1.31420991415,184.703319353,0.995805101667,16.096504576,14.2774310665,11.7241591297,12.3636671367,11.5712086751,14.3146933199,14.8750293903,11.4552956876,11.4368091972,11.5840600103,15.555132511,13.9370229152,14.4348488012,13.6155445981,-164.780100343
200,16.08941403,14.2718394087,11.7412021992,12.3604028379,11.5784139525,14.305156838,4620.30517057,14.8658136529,11.4461084599,11.4126610766,11.5464763595,10.1170318984,15.5494229817,13.9228246595,-1.03742950981,4.79012086414,0.502987736529,14.4269547193,0.473077551534,13.6001069725,10.1170318984,-1.59177109017,172.848421811,0.947013378886,16.08941403,14.2718394087,11.7412021992,12.3604028379,11.5784139525,14.305156838,14.8658136529,11.4461084599,11.4126610766,11.5464763595,15.5494229817,13.9228246595,14.4269547193,13.6001069725,-164.778264614
201,16.0423516372,14.2568081436,11.7927625297,12.3759699895,11.6243236474,14.2938333266,4685.15046259,14.8456214558,11.4787982667,11.4289291246,11.5729542222,10.0549521252,15.5148666637,13.916160449,-1.04139052461,4.81581618566,0.503605296746,14.4194956145,0.459569423384,13.5950532968,10.0549521252,-1.98465283586,170.833460913,0.972598751562,16.0423516372,14.2568081436,11.7927625297,12.3759699895,11.6243236474,14.2938333266,14.8456214558,11.4787982667,11.4289291246,11.5729542222,15.5148666637,13.916160449,14.4194956145,13.5950532968,-164.774164038
202,16.0644494622,14.2678417546,11.7371174183,12.370031899,11.5838793527,14.2991468203,4643.91136958,14.8520061333,11.4657936554,11.4447631925,11.57695266,10.0608871582,15.5273777676,13.9261244088,-0.99360617276,4.76958884715,0.518035656353,14.4172766493,0.491585967444,13.6112358142,10.0608871582,-1.36922637853,182.61129047,0.932532114225,16.0644494622,14.2678417546,11.7371174183,12.370031899,11.5838793527,14.2991468203,14.8520061333,11.4657936554,11.4447631925,11.57695266,15.5273777676,13.9261244088,14.4172766493,13.6112358142,-164.770815086
203,16.0570144334,14.27087108,11.7662947206,12.3832774327,11.6090821027,14.3027755104,4655.75648141,14.8519917831,11.483124393,11.4539877879,11.5881966436,10.1013733642,15.5228759889,13.9302734604,-1.00680646176,4.78000726774,0.510102808465,14.4227257691,0.481991409214,13.6157940423,10.1013733642,-1.52164030804,180.431363927,0.933311949869,16.0570144334,14.27087108,11.7662947206,12.3832774327,11.6090821027,14.3027755104,14.8519917831,11.483124393,11.4539877879,11.5881966436,15.5228759889,13.9302734604,14.4227257691,13.6157940423,-164.767821875
204,16.0487908425,14.2697137588,11.7918230502,12.3913451569,11.6304659334,14.3041826725,4682.50306247,14.8518751632,11.4964783889,11.4584789259,11.599764198,10.0175136397,15.5188130833,13.9315479445,-1.01600771144,4.79906893789,0.511243362728,14.4266769258,0.472055918051,13.6158023477,10.0175136397,-1.74073667802,177.913321537,0.954266628087,16.0487908425,14.2697137588,11.7918230502,12.3913451569,11.6304659334,14.3041826725,14.8518751632,11.4964783889,11.4584789259,11.599764198,15.5188130833,13.9315479445,14.4266769258,13.6158023477,-164.76590999
205,16.0627580158,14.2665560703,11.7730801136,12.3740803206,11.6073165194,14.2984993505,4632.13587604,14.8520832552,11.4681091335,11.4270840807,11.55828874,10.0135062211,15.5282620555,13.920098058,-1.05622077676,4.81156417257,0.501857724726,14.4209845116,0.461022683777,13.6010187405,10.0135062211,-1.75614084368,170.151926113,0.928261906389,16.0627580158,14.2665560703,11.7730801136,12.3740803206,11.6073165194,14.2984993505,14.8520832552,11.4681091335,11.4270840807,11.55828874,15.5282620555,13.920098058,14.4209845116,13.6010187405,-164.765442119
206,16.0821981942,14.2746340281,11.7912828918,12.3764821416,11.6186320328,14.3116985893,4651.08992865,14.8709558476,11.4684498698,11.4159042484,11.5567747157,10.0932855664,15.5495711938,13.927207516,-1.07115896336,4.82483097493,0.49115385505,14.4383578409,0.44916650758,13.6007488059,10.0932855664,-2.00272159499,165.8452389,0.97347651408,16.0821981942,14.2746340281,11.7912828918,12.3764821416,11.6186320328,14.3116985893,14.8709558476,11.4684498698,11.4159042484,11.5567747157,15.5495711938,13.927207516,14.4383578409,13.6007488059,-164.751200609
207,16.0805708693,14.2649293495,11.7670516575,12.359499643,11.5948482311,14.3002277993,4626.93294907,14.8615527918,11.446484465,11.3969415414,11.532947639,10.0913311088,15.5444158667,13.91435919,-1.07952372274,4.82362930584,0.490408945556,14.425875368,0.449447131586,13.5877210887,10.0913311088,-1.9425750803,163.89563046,0.958214139072,16.0805708693,14.2649293495,11.7670516575,12.359499643,11.5948482311,14.3002277993,14.8615527918,11.446484465,11.3969415414,11.532947639,15.5444158667,13.91435919,14.425875368,13.5877210887,-164.750446197
208,16.0493151645,14.2710452438,11.8063165439,12.3959096387,11.6431854246,14.3104794104,4724.43271033,14.8594230438,11.5054620907,11.4620766092,11.615844625,10.0500775612,15.5231839764,13.9368713236,-0.999830473581,4.7982073176,0.50931122797,14.4356817641,0.471630671372,13.6179884447,10.0500775612,-1.84115109519,179.448545856,0.999746388936,16.0493151645,14.2710452438,11.8063165439,12.3959096387,11.6431854246,14.3104794104,14.8594230438,11.5054620907,11.4620766092,11.615844625,15.5231839764,13.9368713236,14.4356817641,13.6179884447,-164.746521743
209,16.0791368282,14.2665030487,11.7218290218,12.3568889595,11.5669493108,14.3004671708,4644.30435323,14.8589811337,11.4473975119,11.4254533576,11.5633539686,10.1261090094,15.5392863165,13.9229692897,-0.992186942209,4.7661271218,0.518818327979,14.4200356457,0.493921769675,13.6033826161,10.1261090094,-1.37316251883,181.199622522,0.959627205686,16.0791368282,14.2665030487,11.7218290218,12.3568889595,11.5669493108,14.3004671708,14.8589811337,11.4473975119,11.4254533576,11.5633539686,15.5392863165,13.9229692897,14.4200356457,13.6033826161,-164.742851162
210,16.0835518579,14.271946149,11.7231378815,12.3627594448,11.570622327,14.3064372635,4653.7238815,14.8643353413,11.4549956403,11.436732613,11.5767589267,10.0738860218,15.5434317789,13.9305169435,-0.979164258479,4.76264429529,0.524911896272,14.425402169,0.498809980229,13.611673371,10.0738860218,-1.30789064864,184.161549808,0.967256235713,16.0835518579,14.271946149,11.7231378815,12.3627594448,11.570622327,14.3064372635,14.8643353413,11.4549956403,11.436732613,11.5767589267,15.5434317789,13.9305169435,14.425402169,13.611673371,-164.739571198
211,16.0865835547,14.2723422815,11.7404936795,12.3628450983,11.5796029388,14.3054340947,4625.06181097,14.8646807302,11.4501571385,11.4192813681,11.5532382596,10.1142208198,15.5467704445,13.9246911487,-1.02814128785,4.78518864972,0.507520908594,14.4265817637,0.477910661097,13.6033186679,10.1142208198,-1.53805565767,174.864969547,0.945893281433,16.0865835547,14.2723422815,11.7404936795,12.3628450983,11.5796029388,14.3054340947,14.8646807302,11.4501571385,11.4192813681,11.5532382596,15.5467704445,13.9246911487,14.4265817637,13.6033186679,-164.718313782
212,16.0764025918,14.2696879411,11.7551581304,12.3672890409,11.5911878941,14.3009354281,4615.03279484,14.8580445195,11.4560913368,11.4197013226,11.5482809462,10.0952345826,15.5388971144,13.9207160799,-1.05153197855,4.80054915824,0.501714094136,14.4223998183,0.466839554321,13.6006229358,10.0952345826,-1.66289676127,171.119707721,0.923842118692,16.0764025918,14.2696879411,11.7551581304,12.3672890409,11.5911878941,14.3009354281,14.8580445195,11.4560913368,11.4197013226,11.5482809462,15.5388971144,13.9207160799,14.4223998183,13.6006229358,-164.714908595
213,16.0310384581,14.2596734987,11.7887330855,12.3878330802,11.6296740688,14.2958064095,4710.71642832,14.8409495889,11.4985422784,11.4621932603,11.6093018193,10.0814192124,15.5032916186,13.9261683232,-0.992217374155,4.78849576345,0.515122781055,14.4185077799,0.479646821514,13.6115978669,10.0814192124,-1.69810667,181.502522063,0.971020954737,16.0310384581,14.2596734987,11.7887330855,12.3878330802,11.6296740688,14.2958064095,14.8409495889,11.4985422784,11.4621932603,11.6093018193,15.5032916186,13.9261683232,14.4185077799,13.6115978669,-164.708159209
214,16.0657853254,14.2707760116,11.7841385676,12.379925532,11.6168464482,14.303615928,4638.58157169,14.8572706448,11.4748522638,11.4306679637,11.5635357823,10.0832556504,15.5326977649,13.9246784593,-1.05795451201,4.81237556678,0.497241059473,14.4269821181,0.458468796037,13.6046589359,10.0832556504,-1.8355990427,169.901075337,0.935097641491,16.0657853254,14.2707760116,11.7841385676,12.379925532,11.6168464482,14.303615928,14.8572706448,11.4748522638,11.4306679637,11.5635357823,15.5326977649,13.9246784593,14.4269821181,13.6046589359,-164.702414011
215,16.0711819446,14.2615478329,11.7828783306,12.3609549882,11.6067875442,14.3000805801,4652.13730775,14.862425275,11.4511043552,11.3926879405,11.5336336013,10.1280582092,15.5417790071,13.9125275146,-1.088815066,4.83579618285,0.483354893199,14.4283187362,0.439996318315,13.5830726259,10.1280582092,-2.18532218417,160.936644485,0.982993993237,16.0711819446,14.2615478329,11.7828783306,12.3609549882,11.6067875442,14.3000805801,14.862425275,11.4511043552,11.3926879405,11.5336336013,15.5417790071,13.9125275146,14.4283187362,13.5830726259,-164.689241885
216,16.0893216361,14.2622231097,11.7590213748,12.3493507987,11.5851265512,14.301683172,4645.77515343,14.8673632681,11.4345353033,11.3825717222,11.5286380324,10.1031870883,15.5523048911,13.9122197237,-1.07132184422,4.82241790494,0.489927138878,14.4294404662,0.44985325825,13.580877891,10.1031870883,-1.99927824944,163.419278498,0.999489097143,16.0893216361,14.2622231097,11.7590213748,12.3493507987,11.5851265512,14.301683172,14.8673632681,11.4345353033,11.3825717222,11.5286380324,15.5523048911,13.9122197237,14.4294404662,13.580877891,-164.68617495
217,16.068685702,14.2658997851,11.7516136018,12.3660708435,11.5894092823,14.2970043228,4621.39097513,14.8524063135,11.4568731801,11.4227987547,11.5519374266,10.0143710151,15.531355298,13.9185203286,-1.04421470301,4.79963488481,0.50623699975,14.4178919291,0.46943295398,13.5998169821,10.0143710151,-1.62312886989,172.377855966,0.923898031534,16.068685702,14.2658997851,11.7516136018,12.3660708435,11.5894092823,14.2970043228,14.8524063135,11.4568731801,11.4227987547,11.5519374266,15.531355298,13.9185203286,14.4178919291,13.5998169821,-164.661681753
218,16.0661726212,14.2704139808,11.8060099234,12.3809465411,11.6317789682,14.3088107313,4671.47302951,14.8666162281,11.4777235187,11.4197442989,11.5618637492,10.0237275161,15.5402982854,13.9251876193,-1.07671382079,4.83776360006,0.485851011651,14.4365853783,0.440132896456,13.5988383032,10.0237275161,-2.19566984154,164.304287035,0.980713424529,16.0661726212,14.2704139808,11.8060099234,12.3809465411,11.6317789682,14.3088107313,14.8666162281,11.4777235187,11.4197442989,11.5618637492,15.5402982854,13.9251876193,14.4365853783,13.5988383032,-164.652787321
219,16.0509364939,14.2600222526,11.804513708,12.3740970235,11.6295734327,14.3003274572,4690.64778566,14.8580923364,11.4736508132,11.4127053646,11.5586735386,10.0502111502,15.5289661981,13.9166987212,-1.07147870813,4.83808024455,0.491959294057,14.4291598639,0.442729577327,13.5895274367,10.0502111502,-2.29140229368,163.913787909,0.996430332492,16.0509364939,14.2600222526,11.804513708,12.3740970235,11.6295734327,14.3003274572,14.8580923364,11.4736508132,11.4127053646,11.5586735386,15.5289661981,13.9166987212,14.4291598639,13.5895274367,-164.638759682
220,16.0958139922,14.2727181343,11.7431679046,12.3584093362,11.5782788845,14.3074589833,4623.56298267,14.8699732451,11.4428654267,11.4067334202,11.5438289296,10.0149513768,15.5549574352,13.9230776405,-1.04693280511,4.80218033934,0.506314485158,14.4303994183,0.468095084601,13.5982248124,10.0149513768,-1.65696390742,170.424728885,0.960844734138,16.0958139922,14.2727181343,11.7431679046,12.3584093362,11.5782788845,14.3074589833,14.8699732451,11.4428654267,11.4067334202,11.5438289296,15.5549574352,13.9230776405,14.4303994183,13.5982248124,-164.631795596
221,16.0316503645,14.2596788546,11.777938466,12.3858053885,11.6219119686,14.2950862763,4707.70602623,14.8399527184,11.4960630493,11.465030048,11.6106413937,10.1111584941,15.5025130224,13.9268040136,-0.978887027384,4.77575951734,0.518033832258,14.4165474756,0.488105136078,13.6134433066,10.1111584941,-1.57480525542,184.419134616,0.966299163245,16.0316503645,14.2596788546,11.777938466,12.3858053885,11.6219119686,14.2950862763,14.8399527184,11.4960630493,11.465030048,11.6106413937,15.5025130224,13.9268040136,14.4165474756,13.6134433066,-164.626555811
222,16.0726246906,14.2654901094,11.7540534292,12.3631075972,11.5888652853,14.2973009195,4616.83773314,14.8544805279,11.4517510546,11.4135122796,11.5434331249,10.1354851444,15.5351708994,13.9164560702,-1.05331127427,4.79999437229,0.496852634567,14.419338565,0.464869107623,13.5956034216,10.1354851444,-1.70119780814,170.279784817,0.928539816609,16.0726246906,14.2654901094,11.7540534292,12.3631075972,11.5888652853,14.2973009195,14.8544805279,11.4517510546,11.4135122796,11.5434331249,15.5351708994,13.9164560702,14.419338565,13.5956034216,-164.620202399
223,16.0638728993,14.2591114048,11.7750978512,12.3626431154,11.6035987743,14.2950894488,4647.05738433,14.853047622,11.4551727591,11.4044259315,11.543158899,10.1198044797,15.5310709855,13.9118907799,-1.06793914345,4.8197921092,0.487261116552,14.4209892962,0.449985891676,13.5868981177,10.1198044797,-1.98369102873,165.73243044,0.963359295388,16.0638728993,14.2591114048,11.7750978512,12.3626431154,11.6035987743,14.2950894488,14.853047622,11.4551727591,11.4044259315,11.543158899,15.5310709855,13.9118907799,14.4209892962,13.5868981177,-164.614318866
224,16.0579957291,14.260806291,11.7719480173,12.3685088104,11.6047638911,14.2941601994,4640.89507307,14.8485386543,11.4630923687,11.4192624175,11.5535174272,10.0019893331,15.5244502748,13.9147940058,-1.05726962138,4.8147430105,0.500111220439,14.4176769892,0.458538565701,13.5942526794,10.0019893331,-1.82954429888,168.989329838,0.940755649656,16.0579957291,14.260806291,11.7719480173,12.3685088104,11.6047638911,14.2941601994,14.8485386543,11.4630923687,11.4192624175,11.5535174272,15.5244502748,13.9147940058,14.4176769892,13.5942526794,-164.613751283
225,16.0542508382,14.2640796479,11.8048785434,12.3786795462,11.6311929968,14.3020590293,4675.29991114,14.8580887815,11.4775314565,11.4195660276,11.5609994275,10.059748539,15.5297804954,13.9198582054,-1.07296087711,4.83431779818,0.492030787739,14.4295898729,0.444683806357,13.5947955854,10.059748539,-2.19763603218,164.83522555,0.97598028645,16.0542508382,14.2640796479,11.8048785434,12.3786795462,11.6311929968,14.3020590293,14.8580887815,11.4775314565,11.4195660276,11.5609994275,15.5297804954,13.9198582054,14.4295898729,13.5947955854,-164.604883494
226,16.0564895503,14.2656778238,11.7321249504,12.3728385315,11.5847382268,14.2994125151,4682.29555032,14.8496295826,11.4759197484,11.4629712226,11.60351718,10.0341293144,15.5201159662,13.9312303475,-0.949198374162,4.75292376976,0.533571932835,14.4166598468,0.508567587211,13.6183553908,10.0341293144,-1.23679518006,191.059604366,0.961208256665,16.0564895503,14.2656778238,11.7321249504,12.3728385315,11.5847382268,14.2994125151,14.8496295826,11.4759197484,11.4629712226,11.60351718,15.5201159662,13.9312303475,14.4166598468,13.6183553908,-164.592219471
227,16.0526157156,14.2614648458,11.728413351,12.3681213939,11.5804520936,14.295617259,4682.96615742,14.8457994066,11.4707236564,11.4569473528,11.5984807689,10.1362657935,15.5162085536,13.9270606093,-0.946883887162,4.74609745111,0.529581131975,14.4132715383,0.510659717258,13.6136309798,10.1362657935,-1.24778629609,191.036356399,0.964324811715,16.0526157156,14.2614648458,11.728413351,12.3681213939,11.5804520936,14.295617259,14.8457994066,11.4707236564,11.4569473528,11.5984807689,15.5162085536,13.9270606093,14.4132715383,13.6136309798,-164.585860417
